0,city_ascii,lat,long,country,population
8689,Ponta do Sol,17.2014,-25.0917,Cabo Verde,
8690,Krupanj,44.3656,19.3619,Serbia,
8691,Lebane,42.9167,21.7333,Serbia,
8692,Store,46.2208,15.3139,Slovenia,
8693,Siaya,0.0607,34.2881,Kenya,
8694,Ape,57.5392,26.6928,Latvia,876
8695,Cerklje na Gorenjskem,46.2542,14.4886,Slovenia,
8696,Isale,-3.3444,29.4833,Burundi,
8697,Sostanj,46.38,15.0486,Slovenia,
8698,Dien Bien Phu,21.3833,103.0169,Vietnam,
8699,P'yongsong,39.2464,125.8719,"Korea, North",
8700,Luqa,35.8589,14.4886,Malta,
8701,Scarborough,11.1811,-60.7333,Trinidad And Tobago,
8702,Diego Martin,10.7208,-61.5662,Trinidad And Tobago,
8703,Vladicin Han,42.7,22.0667,Serbia,
8704,Knjazevac,43.5,22.4333,Serbia,
8705,Basco,20.4486,121.9702,Philippines,
8706,Ljubovija,44.1896,19.3785,Serbia,
8707,Slovenska Bistrica,46.3941,15.5707,Slovenia,
8708,Smederevska Palanka,44.3655,20.9587,Serbia,
8709,Mahonda,-5.9897,39.2519,Tanzania,
8710,Mali Zvornik,44.3992,19.1214,Serbia,
8711,Point Fortin,10.1741,-61.6841,Trinidad And Tobago,
8712,Port Laoise,53.0309,-7.3008,Ireland,
8713,Surdulica,42.695,22.1672,Serbia,
8714,Pozarevac,44.62,21.1897,Serbia,
8715,Mayuge,0.4578,33.4806,Uganda,
8716,Varazdin,46.3,16.3333,Croatia,
8717,Shariff Aguak,6.8647,124.4417,Philippines,
8718,Zajecar,43.9042,22.2847,Serbia,
8719,Lakatoro,-16.1069,167.4208,Vanuatu,705
8720,Sentjur,46.2225,15.3973,Slovenia,
8721,Al Khawr,25.6839,51.5058,Qatar,
8722,Dowa,-13.6532,33.9385,Malawi,
8723,Castlebar,53.85,-9.3,Ireland,
8724,Ain Defla,36.2641,1.9679,Algeria,
8725,Madaba,31.7167,35.8,Jordan,
8726,Selibaby,15.167,-12.1833,Mauritania,460
8727,Cabarroguis,16.5111,121.5212,Philippines,
8728,Asaba,6.1833,6.75,Nigeria,
8729,Prebold,46.2369,15.0925,Slovenia,
8730,Tulagi,-9.1031,160.1506,Solomon Islands,
8731,Miklavz na Dravskem Polju,46.5058,15.6972,Slovenia,
8732,Jordan,10.6584,122.5963,Philippines,
8733,Aranguez,10.6472,-61.4461,Trinidad And Tobago,
8734,Sempeter pri Gorici,45.9283,13.6378,Slovenia,
8735,Mozirje,46.3394,14.9633,Slovenia,
8736,Rumonge,-3.9736,29.4386,Burundi,
8737,Trebnje,45.9104,15.0086,Slovenia,
8738,Paracin,43.8667,21.4167,Serbia,
8739,Bulambuli,1.1667,34.3833,Uganda,
8740,Borgo Maggiore,43.9408,12.4475,San Marino,
8741,Maracha,3.2704,30.9553,Uganda,
8742,Luwero,0.8492,32.4731,Uganda,
8743,Kapenguria,1.2389,35.1119,Kenya,
8744,Polzela,46.2833,15.0667,Slovenia,
8745,Yenagoa,4.9267,6.2676,Nigeria,
8746,Qrendi,35.8347,14.4583,Malta,
8747,Namayingo,0.2398,33.8849,Uganda,
8748,Xewkija,36.0328,14.2581,Malta,
8749,Lucani,43.8667,20.1333,Serbia,
8750,Brezice,45.9044,15.5925,Slovenia,
8751,Suong,11.9167,105.65,Cambodia,
8752,Ghasri,36.0578,14.2264,Malta,
8753,Gllogovc,42.5872,20.8206,Kosovo,369
8754,Kocevje,45.643,14.8594,Slovenia,
8755,Smederevo,44.6633,20.9289,Serbia,
8756,Dong Xoai,11.5349,106.8832,Vietnam,
8757,Mila,36.4503,6.2644,Algeria,
8758,Al Buraymi,24.2558,55.8025,Oman,
8759,Bontoc,17.0899,120.978,Philippines,
8760,Da Lat,11.9359,108.4429,Vietnam,
8761,Luuka Town,0.7008,33.3002,Uganda,
8762,Dingli,35.8614,14.3822,Malta,
8763,Kabugao,18.0231,121.184,Philippines,
8764,Hunedoara,45.75,22.9,Romania,
8765,Spodnje Hoce,46.5,15.65,Slovenia,
8766,Selnica ob Dravi,46.55,15.495,Slovenia,
8767,Aleksinac,43.5383,21.7047,Serbia,
8768,Despotovac,44.0833,21.4333,Serbia,
8769,Jincheng,24.4367,118.3183,Taiwan,
8770,Smartno,46.0444,14.8442,Slovenia,
8771,Cibitoke,-2.8869,29.1248,Burundi,
8772,Medvode,46.1333,14.4333,Slovenia,
8773,Kibuku,1.0433,33.7975,Uganda,
8774,Bupoto,0.9061,34.3578,Uganda,
8775,Xaghra,36.05,14.2644,Malta,
8776,Lenart v Slovenskih Goricah,46.5755,15.8306,Slovenia,
8777,Lai Chau,22.3991,103.4393,Vietnam,
8778,Neno,-15.3981,34.6534,Malawi,
8779,Moravce,46.1369,14.745,Slovenia,
8780,Apac,1.9845,32.534,Uganda,
8781,Imdina,35.8869,14.4025,Malta,
8782,Kladovo,44.6039,22.6072,Serbia,
8783,Kanal,46.0886,13.6397,Slovenia,
8784,Nadur,36.0378,14.2942,Malta,
8785,Nazarje,46.3176,14.9467,Slovenia,
8786,Menges,46.1669,14.575,Slovenia,
8787,Zrece,46.3833,15.3667,Slovenia,
8788,Preddvor,46.3025,14.4231,Slovenia,
8789,Rubirizi,-0.2989,30.1336,Uganda,
8790,Vuzenica,46.5992,15.1669,Slovenia,
8791,Vwawa,-9.1081,32.9347,Tanzania,
8792,Vrhnika,45.9622,14.2936,Slovenia,
8793,Pirot,43.1519,22.585,Serbia,
8794,Domagnano,43.9492,12.4686,San Marino,
8795,Busesa,0.6263,33.6003,Uganda,
8796,Sevnica,46.0092,15.3039,Slovenia,
8797,Poljcane,46.3119,15.5792,Slovenia,
8798,Vlasotince,42.9667,22.1333,Serbia,
8799,Prosperidad,8.58,125.8964,Philippines,
8800,Koani,-6.1333,39.2833,Tanzania,
8801,Dhuusamarreeb,5.5375,46.3875,Somalia,447
8802,Ziri,46.046,14.1083,Slovenia,
8803,Smarje,46.2272,15.5192,Slovenia,
8804,Komenda,46.2038,14.5407,Slovenia,
8805,Metlika,45.6472,15.3142,Slovenia,
8806,Sannat,36.0244,14.2428,Malta,
8807,Fada,17.1833,21.5833,Chad,448
8808,Vojnik,46.2931,15.3028,Slovenia,
8809,Skofljica,45.9833,14.5767,Slovenia,
8810,Brezovica,46.0333,14.4,Slovenia,
8811,Buala,-8.1448,159.5905,Solomon Islands,
8812,Buikwe,0.3375,33.0106,Uganda,
8813,Kagadi,0.9378,30.8089,Uganda,
8814,Muta,46.6114,15.1661,Slovenia,
8815,Radenci,46.6472,16.0442,Slovenia,
8816,Log,46.0167,14.3667,Slovenia,
8817,Eschen,47.2109,9.5216,Liechtenstein,
8818,Colonia,9.5144,138.1292,"Micronesia, Federated States Of",
8819,Spodnji Duplek,46.5031,15.7453,Slovenia,
8820,Bushenyi,-0.5853,30.2114,Uganda,
8821,Waitangi,-43.951,-176.561,New Zealand,300
8822,Schellenberg,47.2283,9.5395,Liechtenstein,
8823,Eenhana,-17.4667,16.3333,Namibia,
8824,Acquaviva,43.9453,12.4183,San Marino,
8825,Siggiewi,35.8556,14.4364,Malta,
8826,Kon Tum,14.3417,107.9792,Vietnam,
8827,Rabat,35.8822,14.3981,Malta,
8828,Ash Shihaniyah,25.3709,51.2226,Qatar,
8829,Borovnica,45.918,14.3642,Slovenia,
8830,Kaliro,0.8949,33.5048,Uganda,
8831,Ljutomer,46.5208,16.1975,Slovenia,
8832,Aracinovo,42.0264,21.5619,Macedonia,
8833,Prokuplje,43.2339,21.5861,Serbia,
8834,Batocina,44.15,21.0833,Serbia,
8835,Afega,-13.7973,-171.8531,Samoa,
8836,Mellieha,35.9564,14.3622,Malta,
8837,Umm Salal `Ali,25.4697,51.3975,Qatar,
8838,Aileu,-8.7281,125.5664,Timor-Leste,
8839,Oplotnica,46.3878,15.4467,Slovenia,
8840,Fiorentino,43.9092,12.4581,San Marino,
8841,Butebo,1.1942,33.9222,Uganda,
8842,Akjoujt,19.747,-14.391,Mauritania,370
8843,Namutumba,0.8363,33.6858,Uganda,
8844,Debe,10.2,-61.45,Trinidad And Tobago,
8845,Miragoane,18.4411,-73.0883,Haiti,
8846,Lukovica,46.1667,14.7,Slovenia,
8847,Dogbo,6.8167,1.7833,Benin,
8848,Smartno,46.3333,15.0333,Slovenia,
8849,Abakaliki,6.3249,8.1137,Nigeria,
8850,Manafwa,0.9784,34.3743,Uganda,
8851,Dimitrovgrad,43.0167,22.7833,Serbia,
8852,Sencur,46.2456,14.4197,Slovenia,
8853,Ibanda,-0.1539,30.5319,Uganda,
8854,Mirna,45.9553,15.0619,Slovenia,
8855,Race,46.4519,15.6814,Slovenia,
8856,Lelystad,52.5176,5.474,Netherlands,
8857,Crnomelj,45.5711,15.1889,Slovenia,
8858,Wote,-1.7808,37.6288,Kenya,
8859,Mwatate,-3.505,38.3772,Kenya,
8860,Vitanje,46.3817,15.2958,Slovenia,
8861,Munxar,36.03,14.2333,Malta,
8862,Doljevac,43.1968,21.8334,Serbia,
8863,Rukungiri,-0.8411,29.9419,Uganda,
8864,Ghajnsielem,36.0264,14.285,Malta,
8865,Lifford,54.8356,-7.4779,Ireland,
8866,Isangel,-19.5417,169.2817,Vanuatu,
8867,Koprivnica,46.15,16.8167,Croatia,
8868,Toftir,62.0978,-6.7369,Faroe Islands,
8869,Gombe,0.1818,32.1158,Uganda,
8870,Sentjernej,45.84,15.3361,Slovenia,
8871,Montegiardino,43.9092,12.4833,San Marino,
8872,Kyenjojo,0.6328,30.6214,Uganda,
8873,`Ajlun,32.3325,35.7517,Jordan,
8874,Velika Plana,44.3333,21.0833,Serbia,
8875,Az Za`ayin,25.5774,51.4831,Qatar,
8876,Qala,36.0361,14.3094,Malta,
8877,Al Jabin,14.704,43.599,Yemen,
8878,Mitoma,-0.6842,30.07,Uganda,
8879,Kalungu,-0.1667,31.7569,Uganda,
8880,Brvenica,41.9672,20.9808,Macedonia,
8881,Svilajnac,44.2167,21.2,Serbia,
8882,Ad Dali`,13.6957,44.7314,Yemen,
8883,Santa Cruz,14.1167,121.2833,Philippines,
8884,Santa Lucija,36.0431,14.2172,Malta,
8885,Majsperk,46.3517,15.7336,Slovenia,
8886,Bukomansimbi,-0.1578,31.6042,Uganda,
8887,Svrljig,43.4167,22.1167,Serbia,
8888,Horjul,46.0236,14.2992,Slovenia,
8889,Postojna,45.7743,14.2153,Slovenia,
8890,Luce,46.3561,14.7467,Slovenia,
8891,Spodnja Hajdina,46.4089,15.8469,Slovenia,
8892,Nelspruit,-25.4745,30.9703,South Africa,
8893,Sid,45.1283,19.2264,Serbia,
8894,Negotin,44.2167,22.5167,Serbia,
8895,Kajiado,-1.85,36.7833,Kenya,
8896,Vodice,46.2,14.5,Slovenia,
8897,Rubanda,-1.1883,29.8461,Uganda,
8898,Dapaong,10.8623,0.2076,Togo,
8899,Pivka,45.6794,14.1967,Slovenia,
8900,Braslovce,46.2897,15.0389,Slovenia,
8901,Butaleja,0.9166,33.9563,Uganda,
8902,Sakete,6.7362,2.6587,Benin,
8903,Tivat,42.43,18.7,Montenegro,
8904,Lovrenc na Pohorju,46.5406,15.3931,Slovenia,
8905,Ruggell,47.245,9.5332,Liechtenstein,
8906,Crna na Koroskem,46.4667,14.85,Slovenia,
8907,Pesnica,46.6069,15.6767,Slovenia,
8908,Serere,1.518,33.4589,Uganda,
8909,Cerknica,45.7964,14.3581,Slovenia,
8910,Amuria,2.0036,33.6511,Uganda,
8911,Gamprin,47.2199,9.5099,Liechtenstein,
8912,Kenge,-4.8296,16.8999,Congo (Kinshasa),241
8913,Nsiika,-0.3831,30.465,Uganda,
8914,Bojnik,43.0142,21.718,Serbia,
8915,Kibiito,0.4772,30.1925,Uganda,
8916,Kibingo,-0.626,30.4359,Uganda,
8917,Capellen,49.6444,5.9897,Luxembourg,
8918,Bukedea,1.3169,34.0506,Uganda,
8919,Dobrna,46.3375,15.2264,Slovenia,
8920,Samraong,14.1817,103.5176,Cambodia,
8921,Ntara,0.0044,30.3658,Uganda,
8922,Wiltz,49.9689,5.9319,Luxembourg,
8923,Binyin,1.4167,34.5333,Uganda,
8924,Sentilj,46.6817,15.6481,Slovenia,
8925,Kaedi,16.1503,-13.5037,Mauritania,
8926,Vransko,46.2439,14.9514,Slovenia,
8927,Lubango,-14.9167,13.5,Angola,
8928,Sentrupert,45.9778,15.0956,Slovenia,
8929,Mparo,-1.1647,30.0378,Uganda,
8930,Odranci,46.5833,16.2833,Slovenia,
8931,Kinoni,-0.6583,30.4581,Uganda,
8932,Ol Kalou,-0.2643,36.3788,Kenya,
8933,Logatec,45.9144,14.2258,Slovenia,
8934,Kole,2.4002,32.8003,Uganda,
8935,Trzic,46.3667,14.3167,Slovenia,
8936,Zebbug,36.0722,14.2358,Malta,
8937,Bohinjska Bistrica,46.2769,13.955,Slovenia,
8938,Zombo,2.5135,30.9091,Uganda,
8939,Narok,-1.0833,35.8667,Kenya,
8940,Rakai,-0.72,31.4839,Uganda,
8941,Encamp,42.5167,1.5667,Andorra,
8942,Lwengo,-0.4161,31.4081,Uganda,
8943,Trzin,46.1333,14.5667,Slovenia,
8944,Recica,46.3167,14.9167,Slovenia,
8945,Heydarabad,39.7229,44.8485,Azerbaijan,
8946,Gorisnica,46.4147,16.0139,Slovenia,
8947,Imgarr,35.9206,14.3664,Malta,
8948,Bukwo,1.3,34.75,Uganda,
8949,Omuthiya,-18.3592,16.5795,Namibia,
8950,Volcja Draga,45.9069,13.6775,Slovenia,
8951,Kasanda,0.5567,31.8022,Uganda,
8952,Dokolo,1.9167,33.172,Uganda,
8953,Dornava,46.4367,15.9536,Slovenia,
8954,Leulumoega,-13.823,-171.9613,Samoa,
8955,Koronadal,6.2541,124.9922,Philippines,
8956,Beltinci,46.6053,16.2406,Slovenia,
8957,Topola,44.2525,20.6761,Serbia,
8958,Bogovinje,41.9236,20.9136,Macedonia,
8959,Balzers,47.0667,9.5025,Liechtenstein,
8960,Kamwenge,0.2111,30.4208,Uganda,
8961,Zelezniki,46.2333,14.1667,Slovenia,
8962,Ngora,1.4314,33.7772,Uganda,
8963,Kara,9.5511,1.1861,Togo,
8964,Dol,46.0886,14.6008,Slovenia,
8965,Ig,45.9603,14.5289,Slovenia,
8966,Techiman,7.5905,-1.9395,Ghana,
8967,Guadalupe,0.3792,6.6375,Sao Tome And Principe,
8968,Alebtong,2.2447,33.2547,Uganda,
8969,Brcko,44.8783,18.8092,Bosnia And Herzegovina,
8970,Gorenja Vas,46.1072,14.1481,Slovenia,
8971,Pante Macassar,-9.2,124.3833,Timor-Leste,
8972,Gharb,36.06,14.2089,Malta,
8973,Cerkno,46.1256,13.9817,Slovenia,
8974,Suai,-9.3129,125.2565,Timor-Leste,
8975,Lospalos,-8.5167,127.0333,Timor-Leste,
8976,Stari Trg,45.7128,14.4694,Slovenia,
8977,Chiesanuova,43.9061,12.4214,San Marino,
8978,Sveti Jurij,46.5695,16.0235,Slovenia,
8979,Pombas,17.1503,-25.0201,Cabo Verde,
8980,Videm,45.85,14.6942,Slovenia,
8981,Kanungu,-0.9575,29.7897,Uganda,
8982,Ljubno,46.3456,14.835,Slovenia,
8983,Ulbroka,56.9363,24.3039,Latvia,
8984,Straza,45.78,15.0728,Slovenia,
8985,Kanoni,0.1772,31.8811,Uganda,
8986,Kokopo,-4.35,152.2736,Papua New Guinea,
8987,Oranjestad,17.4817,-62.9831,Netherlands,
8988,Sejong,36.6092,127.2919,"Korea, South",
8989,Tisina,46.6556,16.0933,Slovenia,
8990,Ramotswa,-24.8667,25.8167,Botswana,
8991,Mulifanua,-13.8318,-172.036,Samoa,
8992,Smarjeske Toplice,45.862,15.2231,Slovenia,
8993,Vrapciste,41.8344,20.8856,Macedonia,
8994,Kidricevo,46.4036,15.7911,Slovenia,
8995,Semic,45.6461,15.1822,Slovenia,
8996,Oyam,2.2141,32.3703,Uganda,
8997,Pozega,45.3314,17.6744,Croatia,
8998,Ilinden,41.9945,21.58,Macedonia,
8999,Starse,46.4658,15.7672,Slovenia,
9000,Dobrovo,45.9964,13.5264,Slovenia,
9001,Turnisce,46.6278,16.3203,Slovenia,
9002,Gia Nghia,12.0042,107.6907,Vietnam,
9003,Blace,43.2906,21.2847,Serbia,
9004,La Massana,42.5434,1.5148,Andorra,
9005,Tabor,46.2361,15.0183,Slovenia,
9006,Saltangara,62.1156,-6.7206,Faroe Islands,
9007,Krizevci,46.5683,16.1386,Slovenia,
9008,Siparia,10.1453,-61.5074,Trinidad And Tobago,
9009,Tutong,4.8028,114.6492,Brunei,
9010,Sembabule,-0.0772,31.4567,Uganda,
9011,Vianden,49.935,6.2089,Luxembourg,
9012,Tsirang,27.0219,90.1229,Bhutan,
9013,Kakumiro,0.7806,31.3236,Uganda,
9014,Pailin,12.8489,102.6093,Cambodia,
9015,Petrovec,41.9389,21.615,Macedonia,
9016,Sveta Trojica v Slovenskih Goricah,46.5767,15.8769,Slovenia,
9017,Sveta Ana,46.6492,15.8442,Slovenia,
9018,Tolmin,46.1864,13.7361,Slovenia,
9019,Rabak,13.188,32.7437,Sudan,
9020,Princes Town,10.2718,-61.371,Trinidad And Tobago,
9021,Tarrafal,16.5667,-24.3556,Cabo Verde,
9022,Triesen,47.11,9.5239,Liechtenstein,
9023,Benedikt,46.6086,15.8883,Slovenia,
9024,Studenicani,41.9158,21.5306,Macedonia,
9025,Sant Julia de Loria,42.4664,1.4933,Andorra,
9026,Faetano,43.9261,12.4981,San Marino,
9027,Buyende,1.1517,33.155,Uganda,
9028,Joao Teves,15.0669,-23.5892,Cabo Verde,
9029,Santana,0.26,6.7414,Sao Tome And Principe,
9030,Kalaki,1.816,33.337,Uganda,
9031,Kwale,-4.1737,39.4521,Kenya,
9032,Isingiro,-0.8686,30.8302,Uganda,
9033,Apatin,45.6667,18.9833,Serbia,
9034,Marupe,56.9032,24.0467,Latvia,
9035,Kyegegwa,0.5022,31.0414,Uganda,
9036,San Lawrenz,36.0556,14.2036,Malta,
9037,Radece,46.0659,15.1729,Slovenia,
9038,Sefwi Wiawso,6.2058,-2.4894,Ghana,
9039,Mersch,49.7489,6.1061,Luxembourg,
9040,Ucar,40.5121,47.6519,Azerbaijan,
9041,Dolenjske Toplice,45.7667,15.0667,Slovenia,
9042,Hongseong,36.6009,126.665,"Korea, South",
9043,Strendur,62.1096,-6.7617,Faroe Islands,
9044,Tearce,42.0767,21.0531,Macedonia,
9045,Tuzi,42.3656,19.3314,Montenegro,
9046,Verzej,46.5836,16.1653,Slovenia,
9047,Zgornja Kungota,46.6392,15.6156,Slovenia,
9048,Cuprija,43.9231,21.3686,Serbia,
9049,Muan,34.9897,126.4714,"Korea, South",
9050,Jegunovce,42.0724,21.1237,Macedonia,
9051,Crensovci,46.5744,16.2906,Slovenia,
9052,Zelino,41.9825,21.0624,Macedonia,
9053,The Bottom,17.6265,-63.2497,Netherlands,
9054,Mirna Pec,45.8603,15.0833,Slovenia,
9055,Saratamata,-15.2869,167.9906,Vanuatu,
9056,Rumuruti,0.2725,36.5381,Kenya,
9057,Arilje,43.7519,20.0906,Serbia,
9058,Kovin,44.7475,20.9761,Serbia,
9059,Butalangu,0.7011,32.2481,Uganda,
9060,Boljevac,43.8247,21.9519,Serbia,
9061,San Jose de las Lajas,22.9614,-82.1511,Cuba,
9062,Vipava,45.8463,13.9622,Slovenia,
9063,Ilirska Bistrica,45.5651,14.2493,Slovenia,
9064,Markovci,46.3833,15.95,Slovenia,
9065,Zuzemberk,45.8339,14.9292,Slovenia,
9066,Phon-Hong,18.4953,102.4153,Laos,
9067,Kosjeric,44,19.9167,Serbia,
9068,Tvoroyri,61.5544,-6.8063,Faroe Islands,
9069,Dobrova,46.055,14.4172,Slovenia,
9070,Perm',58.0174,56.2855,Russia,
9071,Amolatar,1.6378,32.8448,Uganda,
9072,Lelydorp,5.7,-55.2333,Suriname,
9073,Velike Lasce,45.8322,14.6364,Slovenia,
9074,Puconci,46.7067,16.1564,Slovenia,
9075,Morant Bay,17.8814,-76.4092,Jamaica,
9076,Skocjan,45.9067,15.2914,Slovenia,
9077,Qubadli,39.3439,46.5797,Azerbaijan,73
9078,Ozurgeti,41.9333,41.9833,Georgia,
9079,Cicevac,43.7167,21.45,Serbia,
9080,Mokronog,45.9342,15.1408,Slovenia,
9081,Bakjagol,36.043,128.0484,"Korea, South",
9082,Plandiste,45.2292,21.1238,Serbia,
9083,Kozina,45.61,13.9356,Slovenia,
9084,Velika Polana,46.5719,16.3469,Slovenia,
9085,Cankova,46.7208,16.0225,Slovenia,
9086,Sredisce ob Dravi,46.3942,16.2681,Slovenia,
9087,Lamwo,3.5297,32.8016,Uganda,
9088,Hrazdan,40.5,44.7667,Armenia,
9089,Bangolo,7.0123,-7.4864,C“te D?Ivoire,
9090,Rogasovci,46.8,16.0333,Slovenia,
9091,Bogatic,44.8376,19.4807,Serbia,
9092,Lipkovo,42.1564,21.5853,Macedonia,
9093,Varvarin,43.7167,21.3667,Serbia,
9094,Oblesevo,41.8833,22.3339,Macedonia,
9095,Razanj,43.6744,21.5492,Serbia,
9096,San Jose,10.18,125.5683,Philippines,
9097,Ilam,33.6374,46.4227,Iran,
9098,Mongar,27.275,91.24,Bhutan,
9099,Godawari,28.8755,80.5776,Nepal,
9100,Mionica,44.25,20.0833,Serbia,
9101,Kurumul,-5.855,144.6311,Papua New Guinea,
9102,Arandelovac,44.3042,20.5561,Serbia,
9103,Kula,45.6109,19.5274,Serbia,
9104,Nova Vas,45.7717,14.5058,Slovenia,
9105,Apace,46.6972,15.9106,Slovenia,
9106,Cerkvenjak,46.5706,15.9436,Slovenia,
9107,Haa,27.3685,89.2918,Bhutan,
9108,Krapina,46.1589,15.8744,Croatia,
9109,Palenga,2.6131,32.3369,Uganda,
9110,Singa,13.1483,33.9311,Sudan,
9111,Novi Becej,45.6,20.1167,Serbia,
9112,Becej,45.6167,20.0333,Serbia,
9113,Kuzma,46.8369,16.0833,Slovenia,
9114,Sarur,39.5544,44.9826,Azerbaijan,
9115,Jursinci,46.4847,15.9714,Slovenia,
9116,Port Loko,8.7667,-12.7833,Sierra Leone,
9117,Gornji Grad,46.2953,14.8083,Slovenia,
9118,Zitorada,43.1833,21.7167,Serbia,
9119,Videm pri Ptuju,46.3686,15.9064,Slovenia,
9120,Kotido,2.9806,34.1331,Uganda,
9121,Titel,45.2,20.3,Serbia,
9122,Pul-e `Alam,33.9953,69.0227,Afghanistan,
9123,Lacin,39.6408,46.5469,Azerbaijan,
9124,Cirkulane,46.3453,15.9952,Slovenia,
9125,Bar,42.1,19.1,Montenegro,
9126,Ribnica,45.7386,14.7275,Slovenia,
9127,Miren,45.8956,13.6075,Slovenia,
9128,Sharan,33.1757,68.7304,Afghanistan,
9129,Boorama,9.9361,43.1828,Somalia,
9130,Tari,-5.8489,142.9506,Papua New Guinea,
9131,Zavrc,46.3917,16.0497,Slovenia,
9132,Planken,47.1844,9.5436,Liechtenstein,
9133,Cocieri,47.3087,29.1101,Moldova,
9134,Pader,3.05,33.2167,Uganda,
9135,Merosina,43.2813,21.7218,Serbia,
9136,Fuglafjordhur,62.2448,-6.815,Faroe Islands,
9137,Triesenberg,47.1182,9.5444,Liechtenstein,
9138,Lufilufi,-13.8745,-171.5986,Samoa,
9139,Bovec,46.3378,13.5522,Slovenia,
9140,Podlehnik,46.3353,15.88,Slovenia,
9141,Kotor,42.4254,18.7712,Montenegro,
9142,Stara Pazova,44.9833,20.1667,Serbia,
9143,Carnikava,57.1293,24.2842,Latvia,
9144,Clervaux,50.0547,6.0314,Luxembourg,
9145,Redange-sur-Attert,49.7656,5.8908,Luxembourg,
9146,Bosilovo,41.4406,22.7278,Macedonia,
9147,Goaso,6.8036,-2.5172,Ghana,
9148,Vevcani,41.2406,20.5933,Macedonia,
9149,Dambai,8.0662,0.1795,Ghana,
9150,Yardimli,38.9206,48.2372,Azerbaijan,
9151,Igreja,15.0339,-24.325,Cabo Verde,
9152,Kaffrine,14.1016,-15.5467,Senegal,
9153,Ribnica,46.535,15.2728,Slovenia,
9154,Zgornje Gorje,46.3833,14.0833,Slovenia,
9155,Kekava,56.8296,24.2318,Latvia,
9156,Tomaz pri Ormozu,46.4842,16.0836,Slovenia,
9157,Sangre Grande,10.5667,-61.1333,Trinidad And Tobago,
9158,Gaoua,10.2992,-3.2508,Burkina Faso,
9159,Nhlangano,-27.1167,31.2,Swaziland,
9160,Ordino,42.555,1.5331,Andorra,
9161,Bosilegrad,42.5005,22.4728,Serbia,
9162,Knic,43.9167,20.7167,Serbia,
9163,Kostanjevica na Krki,45.8463,15.4249,Slovenia,
9164,Canillo,42.567,1.5981,Andorra,
9165,Agago,2.8338,33.3336,Uganda,
9166,Fort Wellington,6.3909,-57.6038,Guyana,
9167,Vitomarci,46.5275,15.9394,Slovenia,
9168,Nova Sintra,14.8714,-24.6956,Cabo Verde,
9169,Suhar,24.342,56.7299,Oman,
9170,Komen,45.8153,13.7483,Slovenia,
9171,Secanj,45.3667,20.7725,Serbia,
9172,Fuzuli,39.6003,47.1431,Azerbaijan,
9173,Nalerigu,10.5273,-0.3698,Ghana,
9174,Divaca,45.6847,13.9703,Slovenia,
9175,Destrnik,46.5006,15.875,Slovenia,
9176,Incukalns,57.0987,24.6863,Latvia,
9177,Kozje,46.075,15.5603,Slovenia,
9178,Nili,33.7218,66.1302,Afghanistan,
9179,Bulisa,2.1178,31.4116,Uganda,
9180,Phonsavan,19.45,103.2,Laos,
9181,Plasnica,41.4672,21.1231,Macedonia,
9182,Amudat,1.95,34.95,Uganda,
9183,Jurovski Dol,46.6064,15.7847,Slovenia,
9184,Kovacica,45.1117,20.6214,Serbia,
9185,Nabilatuk,2.0525,34.5734,Uganda,
9186,Nkurenkuru,-17.6167,18.6,Namibia,
9187,Pakxan,18.3831,103.6669,Laos,
9188,Dobje,46.1367,15.4089,Slovenia,
9189,Gornji Petrovci,46.8053,16.2225,Slovenia,
9190,Samdrup Jongkhar,26.8007,91.5052,Bhutan,
9191,Moravske-Toplice,46.6875,16.2256,Slovenia,
9192,Podvelka,46.5869,15.3306,Slovenia,
9193,Trnovska Vas,46.5167,15.9,Slovenia,
9194,Sarpang,26.8639,90.2674,Bhutan,
9195,Makole,46.3172,15.6672,Slovenia,
9196,Grad,46.8,16.1,Slovenia,
9197,Trashigang,27.3333,91.5528,Bhutan,
9198,Adazi,57.0705,24.3371,Latvia,
9199,Qabala,40.9825,47.8491,Azerbaijan,
9200,Ozolnieki,56.6899,23.7761,Latvia,
9201,Neves,0.3586,6.5525,Sao Tome And Principe,
9202,Medveda,42.8333,21.5833,Serbia,
9203,Napak,2.2514,34.2501,Uganda,
9204,Vagur,61.4733,-6.8175,Faroe Islands,
9205,Pemagatshel,27.038,91.4031,Bhutan,
9206,Cova Figueira,14.8833,-24.3,Cabo Verde,
9207,Zitiste,45.485,20.5497,Serbia,
9208,Sofifi,0.7373,127.5588,Indonesia,
9209,Razkrizje,46.5217,16.2811,Slovenia,
9210,Rustavi,42.2897,43.8543,Georgia,
9211,Cajetina,43.75,19.7167,Serbia,
9212,Krivogastani,41.3369,21.3311,Macedonia,
9213,Rogatec,46.2294,15.7003,Slovenia,
9214,Qacha's Nek,-30.1153,28.6894,Lesotho,
9215,Sremska Mitrovica,44.9833,19.6167,Serbia,
9216,Safotulafai,-13.6715,-172.1777,Samoa,
9217,Ivanjica,43.5811,20.2297,Serbia,
9218,Kuacjok,8.31,27.99,South Sudan,
9219,Sedhiou,12.7081,-15.5569,Senegal,
9220,Tubmanburg,6.8706,-10.8211,Liberia,
9221,Indija,45.0492,20.0792,Serbia,
9222,Vasilevo,41.4741,22.643,Macedonia,
9223,Zabari,44.3562,21.2143,Serbia,
9224,Ed Daein,11.4672,26.1317,Sudan,
